ANTID,Unnamed: 0,TNS_Name,Spec_Class,Superphot_Class,Superphot_Class_Prob
ANT2024tjdjjjk8teod,,2024gss,---,SN IIn,0.42
ANT2024exkfna49zwo7,,No TNS,---,SN IIn,0.397
ANT2024m3ceka3n9u51,,2024hcl,---,SN IIn,0.31
ANT2024qtk6jdajnney,,2024euo,---,SN IIn,0.449
ANT2024m76w8in18wrq,,No TNS,---,SN IIn,0.373
ANT20243qhq672j8be0,,2024hls,---,SN IIn,0.295
ANT2024kl49slldye3y,,2024hav,---,SN IIn,0.406
ANT2024c0lrqeykmg89,,2024bwy,SN II,SN IIn,0.731
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.727
ANT202450op9n560j87,,2024ham,---,SN IIn,0.43
ANT2024ifht9uf75g97,,2024frf,SN II,SN Ibc,0.924
ANT2024lhmz7ns2z8tw,,2024gry,SN Ib,SN Ibc,0.47
ANT2024zu6b0aflz03c,,No TNS,---,SN Ibc,0.872
ANT2024qpvt574drq25,,2024hlm,---,SN Ibc,0.292
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.662
ANT2024px70lu9jqsfa,,No TNS,---,SN Ibc,0.345
ANT2024ilbxq57zxfmd,,2024hju,---,SN Ibc,0.46
ANT2024e670m8eds6ep,,2024hzg,---,SN Ibc,0.396
ANT202495lv7i5zty8a,,No TNS,---,SN Ibc,0.286
ANT2023n3xr92hj9vrx,,2023zvq,SN Ia,SN Ibc,0.723
ANT2024m1inrcv14iln,,2024gus,---,SN Ibc,0.346
ANT20249z238amx8qje,,No TNS,---,SN Ibc,0.306
ANT2024thp6y2f7a90g,,2024gqd,SN Ic-BL,SN Ibc,0.904
ANT2024giyeak4zbl2d,,No TNS,---,SN Ibc,0.446
ANT2024z0g9y9k5z8hr,,2024gst,---,SN Ibc,0.886
ANT2024jjv47x6p3bde,,2024hca,---,SN Ibc,0.374
ANT2024yzm8oqau8bd9,,2024gur,---,SN Ibc,0.306
ANT2024hti8b4abkpod,,2024hzo,---,SN Ibc,0.354
ANT202431q6xeekzwl0,,2024hjs,---,SN Ibc,0.61
ANT2024bejxfedvclyo,,No TNS,---,SN Ibc,0.257
ANT202450rqwvxse93y,,2024ice,---,SN Ibc,0.546
ANT20249ir79nkgk0sm,,No TNS,---,SN Ibc,0.406
ANT202417pzdreh5dpm,,No TNS,---,SN Ibc,0.523
ANT2024m5eefw07y82b,,2024gzu,---,SN Ibc,0.346
ANT2024py2m3hf8uc2t,,2024hzh,---,SN Ibc,0.303
ANT2024delh7ia8dvq6,,No TNS,---,SN Ibc,0.296
ANT2024dszoyi9mtuvc,,2024hpk,---,SN Ibc,0.59
ANT20244fqy0kso7kb4,,2024hay,SN Ia,SN Ibc,0.425
ANT2024tsiwfx5jodvs,,No TNS,---,SN Ibc,0.37
ANT2024nn6yk923zxr7,,2024gqt,---,SN Ibc,0.504
ANT20247it9s45f5trm,,2024foz,---,SN Ibc,0.779
ANT20249je5f6e551zn,,2021jhq,---,SN Ibc,0.316
ANT2024rgnfcvqwtmaa,,No TNS,---,SN Ibc,0.382
ANT20244csfg7z11hwf,,No TNS,---,SN Ibc,0.34
ANT2024zgvcnflzck2x,,No TNS,---,SN Ibc,0.518
ANT2024zgerpkbljhqr,,2024gxd,---,SN Ibc,0.42
ANT2024gqogzwoxt4os,,2024hzd,---,SN Ibc,0.39
ANT2024mbw5cczrfdyh,,2024hzm,---,SN Ibc,0.439
ANT2024t9cy0n1m0cui,,2024gtb,---,SN Ibc,0.809
ANT2024glhxupbloa4a,,2024gth,---,SN Ibc,0.756
ANT20242j9d9dm3913j,,2024ehs,SN II,SN Ibc,0.65
ANT20241sntoffbdro2,,2024gql,---,SN Ibc,0.548
ANT2024jx2wz82ilbg5,,2024hkp,---,SN Ibc,0.254
ANT2024l70o09xvmqm7,,2024dgx,SN Ic,SN Ibc,0.657
ANT20248dux1ovh26y3,,2024hqd,---,SN IIn,0.318
ANT2024ee0e48kk10j8,,2024hvu,---,SN IIn,0.298
ANT2024hzhqdec9ctu1,,No TNS,---,SN IIn,0.33
ANT2024fwde03cpkgpn,,No TNS,---,SN IIn,0.346
ANT2024tpbsjj7po2lt,,2024iao,---,SN IIn,0.264
ANT2024yi5amno88nqw,,No TNS,---,SN IIn,0.367
ANT2024qtk6jdajnney,,2024euo,---,SN IIn,0.558
ANT2024qttxa3q6jpwn,,2024etq,SN IIP,SN IIn,0.359
ANT2024pgalijkdmytk,,2024hvw,---,SN IIn,0.271
ANT20244zxbb3o17k86,,2024hvf,---,SN IIn,0.358
ANT2024umpx8msokzc9,,2024hvg,---,SN IIn,0.344
ANT2024hrebb06uzx22,,2024hvz,---,SN IIn,0.315
ANT2024clcoxco1jbaj,,No TNS,---,SN IIn,0.363
ANT2024orcifafm2lb4,,2024htl,---,SN IIn,0.709
ANT202491e4bka6qq62,,No TNS,---,SN IIn,0.289
ANT2024bavbhit16azt,,2024etj,---,SN IIn,0.464
ANT2024sngj79mj21kn,,No TNS,---,SN IIn,0.335
ANT202465rn5ogis9sk,,2024ejz,SN IIn,SN IIn,0.562
ANT2024ainb77dnh95x,,2024hlg,---,SN IIn,0.338
ANT2024mdee6r9yzmsr,,No TNS,---,SN IIn,0.47
ANT20246wcg1636x9n1,,2024fyt,---,SN IIn,0.486
ANT2024acuonej6nxyv,,2024hkf,SN Ia,SN IIn,0.402
ANT20248qc7wz0my2ix,,2024hjw,---,SN IIn,0.289
ANT2024ii39eh2cgvrq,,2024fof,SN IIn,SN IIn,0.508
ANT2024wqbcrjpoh5x8,,2024htd,---,SN IIn,0.289
ANT2024fbsuzex2ul78,,No TNS,---,SN IIn,0.262
ANT2024nkvjzvyigoob,,2024hzy,---,SN IIn,0.383
ANT20244pqdyo0w37o8,,2024ibg,---,SN IIn,0.275
ANT2024aaouo6rr6jw1,,2024enb,---,SN IIn,0.456
ANT2024of9ml16n36f2,,No TNS,---,SN IIn,0.559
ANT20248w5ig0ez8fzk,,2024ezb,SN IIn,SN IIn,0.408
ANT2024lz1as6boeddb,,No TNS,---,SN IIn,0.844
ANT2024fm6kltmogtbj,,No TNS,---,SN IIn,0.403
ANT2024s7bg14j24zqv,,No TNS,---,SN IIn,0.579
ANT20242wg75aaf9b7e,,No TNS,---,SN IIn,0.347
ANT2024tuqqsjpalc6c,,2024hvy,---,SN IIn,0.393
ANT2024gk5wekn2nbyg,,2024hdb,---,SN IIn,0.56
ANT2024j5m5sjotlosp,,2024hyh,---,SN IIn,0.31
ANT2024zgwynv73uhij,,No TNS,---,SN IIn,0.288
ANT20246k9lyzg5np1d,,2024hjr,---,SN IIn,0.354
ANT2024mk68vi9p8n5w,,No TNS,---,SN IIn,0.345
ANT2024giukyqa3y7fq,,2024fvq,---,SN IIn,0.353
ANT202477v5eqryb9zt,,No TNS,---,SN IIn,0.594
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.752
ANT2024hdlay09y3oyd,,No TNS,---,SN IIn,0.277
ANT202408i8xqi3fpnr,,No TNS,---,SN IIn,0.703
ANT2024vuxzkcd9euvx,,2024erx,---,SN IIn,0.481
ANT2024m7to4svc32ea,,No TNS,---,SN IIn,0.325
ANT20241m0byc2lnpkc,,No TNS,---,SN IIn,0.924
ANT20243b0shjljyopw,,2024jc,---,SN IIn,0.43
ANT2024al24o44l1sve,,2024grz,SN II,SN IIn,0.278
ANT2024jykzhoh5eiu9,,2024dxh,SN II,SN IIn,0.679
ANT2024gtzqjxnma3dz,,2024gro,---,SN IIn,0.39
ANT2024sam9a1h2dzl8,,2024gme,SN Ia,SN IIn,0.343
ANT2024uchn2jkyy9dq,,2024hlf,SN Ia,SN IIn,0.29
ANT2024lb1v0vsh0fkk,,2024gbc,SN IIn,SN IIn,0.42
ANT2024kqnsihsaioqz,,No TNS,---,SN IIn,0.32
ANT2024seoro0y4drav,,No TNS,---,SN IIn,0.517
ANT20243saf5jvggkvr,,2024hlt,---,SN IIn,0.301
ANT202469as6f5lnl5k,,2024hrg,---,SN IIn,0.287
ANT20248t6niipug2qc,,2024hzc,---,SN IIn,0.332
ANT2024qkwkydl57cu5,,2024hxe,---,SN IIn,0.404
ANT2024tt3nxp3kpnb1,,No TNS,---,SN IIn,0.393
ANT2024f7whbgg610hx,,No TNS,---,SN IIn,0.35
ANT2024zdjul7hnveto,,2024hci,---,SN IIn,0.334
ANT202348xqm7c73j1b,,2023zqi,---,SN IIn,0.734
ANT2024nn5f1vp858r8,,2024gbn,---,SN IIn,0.562
ANT2024wj4lkeml385c,,2024ian,---,SN IIn,0.325
ANT20245t3gywe7sgem,,2024hli,---,SN IIn,0.436
ANT20249sa083hkgqty,,2024htb,---,SN IIn,0.271
ANT2024v08nkeqgciu4,,No TNS,---,SN IIn,0.356
ANT2024lt8d7suu58fw,,2024ico,---,SN IIn,0.262
ANT2024ol7fuypo9hvg,,2024agz,---,SN IIn,0.362
ANT202478303wq0q5vn,,No TNS,---,SN IIn,0.551
ANT2024x1t01b4xf9kq,,2024hpr,---,SN IIn,0.323
ANT202339enyomealwa,,2023aabe,---,SN IIn,0.48
ANT2024svemo5z6o04v,,2024fjc,---,SN IIn,0.722
ANT20239g01bd9r0xer,,No TNS,---,SN IIn,0.678
ANT2024o916cdftswwv,,2024hpb,---,SN IIn,0.326
ANT2023tbpn1qcym8gb,,No TNS,---,SN IIn,0.545
ANT2024ie86rh0xeddd,,2024gzb,---,SN IIn,0.322
ANT2024wmcfpommo9gj,,2024fmi,---,SN IIn,0.407
ANT2024u7qv2eyuj1xx,,2024hxp,---,SN IIn,0.326
ANT20245itgh5zu4wbz,,2024aqw,---,SN IIn,0.56
ANT2024laqep8ylivzr,,2024hna,---,SN IIn,0.257
ANT2024kdmxnbkk75q6,,2024hkq,---,SN IIn,0.644
ANT20242j3m6y8m2qgp,,2024fdt,---,SN IIn,0.557
ANT2023t6ihgaj1grkd,,No TNS,---,SN IIn,0.806
ANT202452r68y29fxgv,,2024hvs,---,SN IIn,0.315
ANT20245g2e28haq56g,,2024cvd,---,SN IIn,0.626
ANT2023c5dft9m8pee2,,No TNS,---,SN IIn,0.431
ANT2024t0tdzuypyxq9,,2024eqn,---,SN IIn,0.403
ANT2024n078hmp8mxgr,,2024hkj,SN Ia,SN IIn,0.353
ANT20241lw9b9k8dnqq,,2024htf,---,SN IIn,0.286
ANT2024uutkp1lfhcus,,2024gow,---,SN IIn,0.271
ANT202485yoc49wv9id,,2024gre,---,SN IIn,0.397
ANT2024o3zrpylj0t5s,,2024guw,---,SN IIn,0.581
ANT2024ozw7onaamq59,,2024hvl,---,SN IIn,0.268
ANT202499s44qugv8cj,,2024hrn,---,SN IIn,0.308
ANT2024t4r0bh3j3bhh,,2024hro,---,SN IIn,0.399
ANT2024qgj5qop4xk8e,,2024bqd,---,SN IIn,0.451
ANT2023v62wjgew2db9,,No TNS,---,SN IIn,0.902
ANT2024a3m0src88do3,,2024bgb,---,SN IIn,0.625
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.639
ANT2024yzm8oqau8bd9,,2024gur,---,SN Ibc,0.475
ANT20244fqy0kso7kb4,,2024hay,SN Ia,SN Ibc,0.429
ANT2024zu6b0aflz03c,,No TNS,---,SN Ibc,0.743
ANT202403p8aftyxtek,,No TNS,---,SN Ibc,0.543
ANT2024thp6y2f7a90g,,2024gqd,SN Ic-BL,SN Ibc,0.833
ANT202417pzdreh5dpm,,No TNS,---,SN Ibc,0.516
ANT2024ilbxq57zxfmd,,2024hju,---,SN Ibc,0.534
ANT2024lhmz7ns2z8tw,,2024gry,SN Ib,SN Ibc,0.581
ANT2024mk68vi9p8n5w,,No TNS,---,SN Ibc,0.367
ANT2024fg614kxzyul8,,No TNS,---,SN Ibc,0.442
ANT2024ifht9uf75g97,,2024frf,SN II,SN Ibc,0.906
ANT202495lv7i5zty8a,,No TNS,---,SN Ibc,0.269
ANT2024epguizuuxew2,,No TNS,---,SN Ibc,0.386
ANT20246szulg829pm2,,2024hme,---,SN Ibc,0.353
ANT2024px70lu9jqsfa,,No TNS,---,SN Ibc,0.253
ANT2024umpx8msokzc9,,2024hvg,---,SN Ibc,0.435
ANT2024nn6yk923zxr7,,2024gqt,---,SN Ibc,0.466
ANT2024c3mh4rhazmvr,,2024fpx,---,SN Ibc,0.537
ANT2024yf24g1q8bsbp,,No TNS,---,SN Ibc,0.334
ANT2024tw4rpvbscork,,No TNS,---,SN Ibc,0.35
ANT2024bkhxqqhon904,,2024frq,---,SN Ibc,0.328
ANT2024nie9nb0d7d2o,,No TNS,---,SN Ibc,0.548
ANT2024u84hnac71ewe,,No TNS,---,SN Ibc,0.295
ANT20249ir79nkgk0sm,,No TNS,---,SN Ibc,0.61
ANT2024dszoyi9mtuvc,,2024hpk,---,SN Ibc,0.628
ANT2024gx1607q22zuh,,2024ick,---,SN Ibc,0.351
ANT20247it9s45f5trm,,2024foz,---,SN Ibc,0.862
ANT202450op9n560j87,,2024ham,---,SN Ibc,0.314
ANT2024py2m3hf8uc2t,,2024hzh,---,SN Ibc,0.266
ANT20245hpimf56qxnf,,2024hlr,---,SN Ibc,0.324
ANT2024wzo760a0wo08,,No TNS,---,SN Ibc,0.303
ANT2024d4m4l9l5f56s,,2024hys,---,SN Ibc,0.277
ANT2024qflxb1jsnktd,,2024icg,---,SN Ibc,0.3
ANT2024nn5f1vp858r8,,2024gbn,---,SN Ibc,0.341
ANT2024yn9fosa0occd,,2024ieq,---,SN Ibc,0.4
ANT2024wj4lkeml385c,,2024ian,---,SN Ibc,0.316
ANT202422jz1tk25lnx,,No TNS,---,SN Ibc,0.728
ANT2024t9cy0n1m0cui,,2024gtb,---,SN Ibc,0.586
ANT2024mbw5cczrfdyh,,2024hzm,---,SN Ibc,0.423
ANT2024l70o09xvmqm7,,2024dgx,SN Ic,SN Ibc,0.66
ANT2024glhxupbloa4a,,2024gth,---,SN Ibc,0.656
ANT2024s28ja6h4s28z,,No TNS,---,SN Ibc,0.493
ANT20244zu7c37oinul,,2024gkt,---,SN Ibc,0.801
ANT2024lk04g7o00og6,,2024hpn,---,SN Ibc,0.384
ANT2024t2xvn6cyzzjm,,No TNS,---,SN IIn,0.554
ANT20249efk1jic89ex,,2024crf,SN IIn,SN IIn,0.523
ANT2024yxnbo1ub9u9a,,No TNS,---,SN IIn,0.304
ANT2024aaouo6rr6jw1,,2024enb,---,SN IIn,0.541
ANT2024pgalijkdmytk,,2024hvw,---,SN IIn,0.299
ANT2024clcoxco1jbaj,,2024ien,---,SN IIn,0.363
ANT2024ttenjas81nkz,,2024hun,---,SN IIn,0.322
ANT2024r8p0lt4s6zge,,2024hag,---,SN IIn,0.393
ANT2024g54p8taudmjp,,2024ibl,---,SN IIn,0.332
ANT20242vb5afy9hwim,,No TNS,---,SN IIn,0.333
ANT2024qtk6jdajnney,,2024euo,---,SN IIn,0.425
ANT2024exkfna49zwo7,,No TNS,---,SN IIn,0.383
ANT2024tyvnyubrt97u,,No TNS,---,SN IIn,0.471
ANT20246k9lyzg5np1d,,2024hjr,---,SN IIn,0.38
ANT20242wg75aaf9b7e,,No TNS,---,SN IIn,0.37
ANT2024cft2api96bmk,,No TNS,---,SN IIn,0.388
ANT2024444iklo3w01o,,No TNS,---,SN IIn,0.352
ANT20245stac7ek97l8,,No TNS,---,SN IIn,0.435
ANT202477v4ov8223oa,,2024ife,---,SN IIn,0.293
ANT2024mg5m4ddvhmgo,,No TNS,---,SN IIn,0.561
ANT2024qv88xptuuws8,,No TNS,---,SN IIn,0.294
ANT20248w5ig0ez8fzk,,2024ezb,SN IIn,SN IIn,0.465
ANT2024bs4eiluv7dgq,,2024hcf,---,SN IIn,0.299
ANT2024orcifafm2lb4,,2024htl,---,SN IIn,0.705
ANT2024pet5v5cycdpo,,No TNS,---,SN IIn,0.287
ANT202450rqwvxse93y,,2024ice,---,SN IIn,0.292
ANT20248dux1ovh26y3,,2024hqd,---,SN IIn,0.324
ANT2024gk5wekn2nbyg,,2024hdb,---,SN IIn,0.517
ANT2024mwnszzm333bb,,No TNS,---,SN IIn,0.281
ANT2024s7bg14j24zqv,,No TNS,---,SN IIn,0.762
ANT2024ee0e48kk10j8,,2024hvu,---,SN IIn,0.297
ANT2024rj7cvtjhoypm,,No TNS,---,SN IIn,0.486
ANT2024gmj0xhpjfugo,,2024hpi,---,SN IIn,0.353
ANT20247q1n7djeplaw,,No TNS,---,SN IIn,0.26
ANT2024yrda5b1ot24r,,2024iar,---,SN IIn,0.246
ANT20246w2ii8j5k32t,,No TNS,---,SN IIn,0.27
ANT2024hqgj9lgwavlf,,2024hqn,---,SN IIn,0.33
ANT2024wqbcrjpoh5x8,,2024htd,---,SN IIn,0.346
ANT2024dbnzfnkuakfd,,2024iey,---,SN IIn,0.32
ANT2024ururbhsy8lew,,No TNS,---,SN IIn,0.305
ANT2024evp09y8pxf3m,,No TNS,---,SN IIn,0.557
ANT2024tazggkzcfkq6,,2024hra,---,SN IIn,0.393
ANT20244pqdyo0w37o8,,2024ibg,---,SN IIn,0.347
ANT2024876nfp5425lh,,2024hfe,---,SN IIn,0.241
ANT202414bn9b9a0fw0,,No TNS,---,SN IIn,0.532
ANT2024b2za8x61v0sf,,No TNS,---,SN IIn,0.702
ANT20243b0shjljyopw,,2024jc,---,SN IIn,0.402
ANT2024hrebb06uzx22,,2024hvz,---,SN IIn,0.355
ANT2024j3lx8x4o4qne,,2024icb,---,SN IIn,0.359
ANT2024d8twoacltrfn,,No TNS,---,SN IIn,0.31
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.721
ANT2024j11fufrw1w77,,No TNS,---,SN IIn,0.276
ANT2024xaoyz3wmovrp,,2024gts,---,SN IIn,0.392
ANT20239uximeebcvmn,,No TNS,---,SN IIn,0.836
ANT20249h6xpnfv0mbd,,No TNS,---,SN IIn,0.376
ANT2024hti8b4abkpod,,2024hzo,---,SN IIn,0.365
ANT20249dak9k762swg,,No TNS,---,SN IIn,0.318
ANT2024xo1spubdj5xe,,No TNS,---,SN IIn,0.572
ANT2024q1ruin69vmt6,,No TNS,---,SN IIn,0.301
ANT2024vpirye6dhc45,,No TNS,---,SN IIn,0.436
ANT2024hcmtqacubmnq,,No TNS,---,SN IIn,0.372
ANT20249t0xguic93hz,,No TNS,---,SN IIn,0.303
ANT2024hdlay09y3oyd,,No TNS,---,SN IIn,0.375
ANT202408i8xqi3fpnr,,No TNS,---,SN IIn,0.588
ANT20242e9cit8g7fr5,,No TNS,---,SN IIn,0.86
ANT2024tsiwfx5jodvs,,No TNS,---,SN IIn,0.348
ANT20246wcg1636x9n1,,2024fyt,---,SN IIn,0.47
ANT20248qc7wz0my2ix,,2024hjw,---,SN IIn,0.654
ANT2024ldumjqx0zi6p,,2024gal,---,SN IIn,0.726
ANT2024o916cdftswwv,,2024hpb,---,SN IIn,0.295
ANT20248t6niipug2qc,,2024hzc,---,SN IIn,0.349
ANT2024lb1v0vsh0fkk,,2024gbc,SN IIn,SN IIn,0.484
ANT20245ne9x6fnvfp0,,No TNS,---,SN IIn,0.332
ANT20240i3kmcg3ukgp,,2024gtg,---,SN IIn,0.433
ANT2024iqha92fcsiye,,2024hmz,---,SN IIn,0.264
ANT202465rn5ogis9sk,,2024ejz,SN IIn,SN IIn,0.466
ANT2024al24o44l1sve,,2024grz,SN II,SN IIn,0.286
ANT2024acn7awj5awdd,,2024hly,---,SN IIn,0.253
ANT2024pxenbwzcrspz,,No TNS,---,SN IIn,0.513
ANT20245t3gywe7sgem,,2024hli,---,SN IIn,0.318
ANT2024lohvzo41mol2,,2024dlv,---,SN IIn,0.367
ANT2024seoro0y4drav,,No TNS,---,SN IIn,0.528
ANT2024pz1tvjgrmaco,,No TNS,---,SN IIn,0.691
ANT2024iaucccqhjr3q,,2024icz,---,SN IIn,0.259
ANT2024j18yrqwlxnwr,,2024hkm,---,SN IIn,0.304
ANT2024kfbgssg0tcv0,,No TNS,---,SN IIn,0.439
ANT2024svemo5z6o04v,,2024fjc,---,SN IIn,0.454
ANT2023776fvcdoqr7o,,2023acmk,---,SN IIn,0.563
ANT20244lar9u1nz69b,,2024hvk,---,SN IIn,0.28
ANT2024wmcfpommo9gj,,2024fmi,---,SN IIn,0.816
ANT2024gqogzwoxt4os,,2024hzd,---,SN IIn,0.289
ANT2024x1t01b4xf9kq,,2024hpr,---,SN IIn,0.325
ANT202348xqm7c73j1b,,2023zqi,---,SN IIn,0.737
ANT20249lymdtpibg2s,,No TNS,---,SN IIn,0.645
ANT2024p8h7bky5cm8c,,No TNS,---,SN IIn,0.442
ANT2024jykzhoh5eiu9,,2024dxh,SN II,SN IIn,0.659
ANT2024ainb77dnh95x,,2024hlg,---,SN IIn,0.341
ANT2024k5l095m6d7hm,,2024hlo,SN Ia,SN IIn,0.465
ANT20243saf5jvggkvr,,2024hlt,---,SN IIn,0.322
ANT2023pwikneh2y4jj,,No TNS,---,SN IIn,0.757
ANT20243fsig0l75sle,,2024hlh,---,SN IIn,0.32
ANT2024gnb0h0j2lu9m,,No TNS,---,SN IIn,0.841
ANT20236je8b9kn1nuc,,No TNS,---,SN IIn,0.39
ANT202499s44qugv8cj,,2024hrn,---,SN IIn,0.375
ANT2024t4r0bh3j3bhh,,2024hro,---,SN IIn,0.279
ANT2024zdjul7hnveto,,2024hci,---,SN IIn,0.465
ANT20241ywpnfklbvvq,,No TNS,---,SN IIn,0.474
ANT20246z1zps80gb80,,2024fas,---,SN IIn,0.325
ANT2024a3m0src88do3,,2024bgb,---,SN IIn,0.456
ANT2024ozw7onaamq59,,2024hvl,---,SN IIn,0.302
ANT2023mw0je6roauxs,,2023yea,---,SN IIn,0.455
ANT2024m7ozbp7j54ol,,2024dy,SN IIn,SN IIn,0.776
ANT2024mdcxgb6ucazq,,2024hwd,---,SN IIn,0.279
ANT20245itgh5zu4wbz,,2024aqw,---,SN IIn,0.703
ANT2024n078hmp8mxgr,,2024hkj,SN Ia,SN IIn,0.303
ANT202328bh61ki75zd,,2023xix,SN IIn,SN IIn,0.69
ANT202404hdi8eaj2pc,,2024ieu,---,SN IIn,0.307
ANT20241lw9b9k8dnqq,,2024htf,---,SN IIn,0.297
ANT2024o3zrpylj0t5s,,2024guw,---,SN IIn,0.387
ANT2024r0skormsghpm,,No TNS,---,SN Ibc,0.464
ANT202417pzdreh5dpm,,No TNS,---,SN Ibc,0.494
ANT2024yhifm6e7lzww,,No TNS,---,SN Ibc,0.278
ANT20249ir79nkgk0sm,,No TNS,---,SN Ibc,0.321
ANT2024zu6b0aflz03c,,No TNS,---,SN Ibc,0.778
ANT2024oayluqswt6nm,,No TNS,---,SN Ibc,0.429
ANT2024ifht9uf75g97,,2024frf,SN II,SN Ibc,0.93
ANT2024j9o7s3122umc,,No TNS,---,SN Ibc,0.371
ANT20246yw3un9x5bti,,No TNS,---,SN Ibc,0.359
ANT2024ilbxq57zxfmd,,2024hju,---,SN Ibc,0.618
ANT202450op9n560j87,,2024ham,---,SN Ibc,0.519
ANT2024h4v4seigpoch,,No TNS,---,SN Ibc,0.299
ANT2024ribqk72iznic,,2024ifw,---,SN Ibc,0.263
ANT2024rgnfcvqwtmaa,,2024igz,---,SN Ibc,0.403
ANT2024s0vvxd2ffdej,,No TNS,---,SN Ibc,0.357
ANT20242j9d9dm3913j,,2024ehs,SN II,SN Ibc,0.624
ANT2024no8od1x27701,,2024hta,SN Ia,SN Ibc,0.313
ANT2024wo9noo1l2swo,,2024hyi,---,SN IIn,0.274
ANT20246k9lyzg5np1d,,2024hjr,SN Ia,SN IIn,0.392
ANT2024mwnszzm333bb,,2024igf,---,SN IIn,0.328
ANT2024xphjbfcly9cw,,No TNS,---,SN IIn,0.394
ANT20243c5ss409e22y,,No TNS,---,SN IIn,0.427
ANT2024csd3mkh639gp,,No TNS,---,SN IIn,0.511
ANT2024gmj0xhpjfugo,,2024hpi,---,SN IIn,0.38
ANT2024s7bg14j24zqv,,No TNS,---,SN IIn,0.648
ANT2024lasas6yml3lj,,No TNS,---,SN IIn,0.279
ANT20240lmdagoki0cv,,No TNS,---,SN IIn,0.389
ANT20243w2zz0j02kvy,,No TNS,---,SN IIn,0.385
ANT202450rqwvxse93y,,2024ice,---,SN IIn,0.279
ANT2024xo1spubdj5xe,,No TNS,---,SN IIn,0.586
ANT20237fih1ekxpupl,,No TNS,---,SN IIn,0.672
ANT2024t2xvn6cyzzjm,,No TNS,---,SN IIn,0.484
ANT2024xbunbnninzcg,,No TNS,---,SN IIn,0.523
ANT202458ws8lqeu8er,,2024hrk,---,SN IIn,0.312
ANT20242zizq2pnec79,,2024bcm,SN IIn,SN IIn,0.396
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.633
ANT2024rqxtvyjt71fa,,No TNS,---,SN IIn,0.311
ANT2024p989jokfwlk7,,2024hzi,---,SN IIn,0.313
ANT2024vpirye6dhc45,,No TNS,---,SN IIn,0.52
ANT20246hafjedemt3a,,No TNS,---,SN IIn,0.515
ANT2024cva11vfm4jun,,No TNS,---,SN IIn,0.355
ANT20249uqr83pkb18u,,2024hxw,---,SN IIn,0.369
ANT20245hpimf56qxnf,,2024hlr,---,SN IIn,0.321
ANT2024xr9qk3i54wgs,,2024hnh,---,SN IIn,0.334
ANT2024iaucccqhjr3q,,2024icz,---,SN IIn,0.365
ANT2024elme0xihmwx5,,2024hps,---,SN IIn,0.312
ANT20248yuzmmbt3u6l,,2024hzb,---,SN IIn,0.407
ANT20248t6niipug2qc,,2024hzc,---,SN IIn,0.355
ANT2024869bazn9rc8b,,No TNS,---,SN IIn,0.254
ANT20243fsig0l75sle,,2024hlh,---,SN IIn,0.278
ANT2024lb1v0vsh0fkk,,2024gbc,SN IIn,SN IIn,0.389
ANT2024d4m4l9l5f56s,,2024hys,---,SN IIn,0.281
ANT2024j18yrqwlxnwr,,2024hkm,---,SN IIn,0.453
ANT202348xqm7c73j1b,,2023zqi,---,SN IIn,0.811
ANT2024w3psyzcljdnr,,No TNS,---,SN IIn,0.608
ANT2024ldumjqx0zi6p,,2024gal,---,SN IIn,0.367
ANT2024k83ofzerlvnm,,No TNS,---,SN IIn,0.803
ANT2024svemo5z6o04v,,2024fjc,---,SN IIn,0.896
ANT2024n078hmp8mxgr,,2024hkj,SN Ia,SN IIn,0.304
ANT2024n9879yvq7t7e,,2024hkl,---,SN IIn,0.498
ANT20245itgh5zu4wbz,,2024aqw,---,SN IIn,0.664
ANT202499s44qugv8cj,,2024hrn,---,SN IIn,0.345
ANT2024jx2wz82ilbg5,,2024hkp,---,SN IIn,0.276
ANT2023l3n9gy9rar0c,,No TNS,---,SN IIn,0.452
ANT2023v62wjgew2db9,,No TNS,---,SN IIn,0.66
ANT2024vm38g3lxrf4c,,2024hsz,---,SN IIn,0.241
ANT2024z8zgikjxmc8v,,2024hpv,---,SN IIn,0.411
ANT2024wsynz6es54uh,,No TNS,---,SN IIn,0.425
ANT2024lhmz7ns2z8tw,,2024gry,SN Ib,SN Ibc,0.684
ANT20246szulg829pm2,,2024hme,---,SN Ibc,0.435
ANT2024px70lu9jqsfa,,No TNS,---,SN Ibc,0.328
ANT20247q1n7djeplaw,,No TNS,---,SN Ibc,0.339
ANT20247rggln8rmllz,,2024ibm,---,SN Ibc,0.397
ANT2024thp6y2f7a90g,,2024gqd,SN Ic-BL,SN Ibc,0.911
ANT2024i14zyqi47yev,,2024hzv,---,SN Ibc,0.472
ANT20243saf5jvggkvr,,2024hlt,---,SN Ibc,0.29
ANT2024z0g9y9k5z8hr,,2024gst,---,SN Ibc,0.629
ANT2024bme71rei4212,,2024hhd,---,SN Ibc,0.543
ANT20244fqy0kso7kb4,,2024hay,SN Ia,SN Ibc,0.568
